,Location,Area,Bed,Bath,Price
345,"Block C, Bashundhara R-A, Dhaka","2,520 sqft",4,5,40 Thousand
346,"Block A, Bashundhara R-A, Dhaka","2,200 sqft",3,3,75 Thousand
347,"Mohammadpur, Dhaka","1,758 sqft",3,4,35 Thousand
348,"Block C, Bashundhara R-A, Dhaka","2,700 sqft",3,4,60 Thousand
349,"Shahid Nagar, Lalbagh, Dhaka","1,000 sqft",3,2,20 Thousand
350,"Block B, Bashundhara R-A, Dhaka","2,300 sqft",3,4,45 Thousand
351,"Sector 6, Uttara, Dhaka","1,400 sqft",3,3,25 Thousand
352,"Sector 4, Uttara, Dhaka","2,000 sqft",3,3,45 Thousand
353,"Sector 10, Uttara, Dhaka","1,320 sqft",3,3,20 Thousand
354,"Block A, Bashundhara R-A, Dhaka","2,200 sqft",3,3,75 Thousand
355,"Sector 14, Uttara, Dhaka","1,685 sqft",3,4,29 Thousand
356,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,25 Thousand
357,"Gulshan 1, Gulshan, Dhaka","2,500 sqft",3,3,70 Thousand
358,"Mohammadpur, Dhaka","2,700 sqft",3,4,60 Thousand
359,"Mohammadi Housing LTD., Mohammadpur, Dhaka","1,050 sqft",3,2,20 Thousand
360,"Gulshan 1, Gulshan, Dhaka","2,200 sqft",3,3,70 Thousand
361,"Block C, Bashundhara R-A, Dhaka","1,800 sqft",3,3,30 Thousand
362,"Banani, Dhaka","2,600 sqft",3,4,1.1 Lakh
363,"Block D, Bashundhara R-A, Dhaka","2,150 sqft",3,4,40 Thousand
364,"Block F, Bashundhara R-A, Dhaka","1,950 sqft",3,4,27 Thousand
365,"Sector 4, Uttara, Dhaka","1,523 sqft",3,4,30 Thousand
366,"Block C, Bashundhara R-A, Dhaka","1,810 sqft",3,4,27 Thousand
367,"Mohammadpur, Dhaka","1,705 sqft",3,3,36.05 Thousand
368,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",800 sqft,2,1,18 Thousand
369,"Agargaon, Dhaka",650 sqft,2,1,8 Thousand
370,"Sector 12, Uttara, Dhaka","1,050 sqft",2,3,18 Thousand
371,"Sector 5, Uttara, Dhaka",900 sqft,3,2,20 Thousand
372,"Gulshan 1, Gulshan, Dhaka","2,500 sqft",3,3,60 Thousand
373,"Block H, Bashundhara R-A, Dhaka","1,500 sqft",3,4,25 Thousand
374,"Block I, Bashundhara R-A, Dhaka","1,500 sqft",3,3,30 Thousand
375,"Block H, Bashundhara R-A, Dhaka","1,500 sqft",3,4,25 Thousand
376,"East Azampur, Dakshin Khan, Dhaka",600 sqft,2,2,10.5 Thousand
377,"Block F, Bashundhara R-A, Dhaka","1,700 sqft",3,4,25 Thousand
378,"Sector 10, Uttara, Dhaka",800 sqft,2,2,17.48 Thousand
379,"Gulshan 1, Gulshan, Dhaka","2,716 sqft",4,3,1.05 Lakh
380,"Sector 10, Uttara, Dhaka",900 sqft,2,2,35 Thousand
381,"Kalabagan, Dhaka","1,375 sqft",3,3,32 Thousand
382,"Mohammadpur, Dhaka",750 sqft,2,2,12 Thousand
383,"Sector 9, Uttara, Dhaka",900 sqft,2,2,19 Thousand
384,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",4,3,26 Thousand
385,"Maghbazar, Dhaka","1,300 sqft",3,3,25 Thousand
386,"Block H, Bashundhara R-A, Dhaka","1,450 sqft",3,3,37.5 Thousand
387,"West Shewrapara, Mirpur, Dhaka","1,000 sqft",3,2,16.5 Thousand
388,"Block H, Bashundhara R-A, Dhaka","1,500 sqft",3,4,25 Thousand
389,"Nikunja 2, Nikunja, Dhaka","1,600 sqft",3,3,60 Thousand
390,"Sector 14, Uttara, Dhaka","1,000 sqft",2,2,19 Thousand
391,"Block A, Niketan, Dhaka","2,000 sqft",3,4,50 Thousand
392,"Sector 13, Uttara, Dhaka","3,000 sqft",4,5,70 Thousand
393,"Sector 5, Uttara, Dhaka","1,150 sqft",3,3,20 Thousand
394,"Sector 7, Uttara, Dhaka","1,600 sqft",3,4,40 Thousand
395,"Block H, Bashundhara R-A, Dhaka","1,500 sqft",3,4,25 Thousand
396,"Block I, Bashundhara R-A, Dhaka","2,200 sqft",3,4,35 Thousand
397,"Taltola, Khilgaon, Dhaka",500 sqft,1,1,6 Thousand
398,"Shantinagar, Dhaka",700 sqft,2,2,18 Thousand
399,"Banani, Dhaka","2,535 sqft",3,4,1 Lakh
400,"Block I, Bashundhara R-A, Dhaka","2,250 sqft",3,4,51 Thousand
401,"Block A, Bashundhara R-A, Dhaka","2,400 sqft",3,4,40 Thousand
402,"Middle Monipur, Mirpur, Dhaka",500 sqft,1,1,7.5 Thousand
403,"Baridhara, Dhaka","2,600 sqft",3,3,2 Lakh
404,"Sector 14, Uttara, Dhaka","3,000 sqft",4,5,75 Thousand
405,"Sector 10, Uttara, Dhaka","2,230 sqft",4,4,36 Thousand
406,"Block B, Bashundhara R-A, Dhaka","2,250 sqft",3,3,45 Thousand
407,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,26 Thousand
408,"Sector 3, Uttara, Dhaka","1,620 sqft",3,3,40 Thousand
409,"Block I, Bashundhara R-A, Dhaka","1,500 sqft",3,4,30 Thousand
410,"Block J, Bashundhara R-A, Dhaka","1,200 sqft",2,2,19 Thousand
411,"Sector 12, Uttara, Dhaka",900 sqft,2,2,18.2 Thousand
412,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka","1,100 sqft",2,2,25 Thousand
413,"Banani, Dhaka","2,775 sqft",3,3,1 Lakh
414,"Block G, Bashundhara R-A, Dhaka","2,250 sqft",3,3,40 Thousand
415,"Sector 13, Uttara, Dhaka","1,885 sqft",3,4,30 Thousand
416,"Block C, Bashundhara R-A, Dhaka","1,600 sqft",3,4,23 Thousand
417,"Mirpur, Dhaka","2,000 sqft",5,3,35 Thousand
418,"Lalmatia, Dhaka","1,400 sqft",3,3,32 Thousand
419,"Sector 10, Uttara, Dhaka","1,600 sqft",3,4,20 Thousand
420,"Block J, Bashundhara R-A, Dhaka","1,970 sqft",3,4,34 Thousand
421,"Gulshan 2, Gulshan, Dhaka","2,200 sqft",3,3,95 Thousand
422,"Sector 5, Uttara, Dhaka","1,150 sqft",3,3,23 Thousand
423,"Sector 3, Uttara, Dhaka","1,960 sqft",3,4,36 Thousand
424,"Kafrul, Dhaka",750 sqft,2,2,18 Thousand
425,"Sector 3, Uttara, Dhaka","1,565 sqft",3,3,35 Thousand
426,"Sector 13, Uttara, Dhaka","1,450 sqft",3,2,30 Thousand
427,"Avenue 7, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,4,45 Thousand
428,"East Kazipara, Mirpur, Dhaka","1,100 sqft",3,2,16 Thousand
429,"Avenue 5, Block C, Section 11, Mirpur, Dhaka","1,400 sqft",3,3,15 Thousand
430,"Baridhara, Dhaka","2,300 sqft",3,3,1.5 Lakh
431,"Block C, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka","1,400 sqft",3,3,16 Thousand
432,"Mirpur, Dhaka",950 sqft,2,2,18 Thousand
433,"Block G, Bashundhara R-A, Dhaka","1,550 sqft",3,4,25 Thousand
434,"Block B, Bashundhara R-A, Dhaka","2,200 sqft",4,5,40 Thousand
435,"Block D, Bashundhara R-A, Dhaka","2,200 sqft",4,5,40 Thousand
436,"Block C, Aftab Nagar, Dhaka","1,300 sqft",3,3,20 Thousand
437,"East Azampur, Dakshin Khan, Dhaka",600 sqft,2,2,10.5 Thousand
438,"Nikunja 2, Nikunja, Dhaka","1,600 sqft",3,3,60 Thousand
439,"Gulshan 1, Gulshan, Dhaka","2,600 sqft",3,3,90 Thousand
440,"Sector 5, Uttara, Dhaka","1,400 sqft",3,3,30 Thousand
441,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",950 sqft,3,2,16 Thousand
442,"Sector 14, Uttara, Dhaka","1,800 sqft",3,3,35 Thousand
443,"Block D, Bashundhara R-A, Dhaka","1,450 sqft",3,3,26 Thousand
444,"Banani, Dhaka","2,400 sqft",4,5,80 Thousand
445,"Gulshan 2, Gulshan, Dhaka","3,500 sqft",4,4,1.5 Lakh
446,"Gandaria, Sutrapur, Dhaka",850 sqft,3,2,18 Thousand
447,"Block D, Bashundhara R-A, Dhaka","1,620 sqft",3,4,35 Thousand
448,"Baridhara, Dhaka","2,300 sqft",3,3,75 Thousand
449,"Block D, Bashundhara R-A, Dhaka","2,600 sqft",4,5,40 Thousand
450,"Block B, Bashundhara R-A, Dhaka","1,700 sqft",3,3,30 Thousand
451,"Sector 11, Uttara, Dhaka","1,450 sqft",3,3,30 Thousand
452,"Mirpur, Dhaka",950 sqft,2,2,18 Thousand
453,"Gulshan 2, Gulshan, Dhaka","2,000 sqft",3,3,70 Thousand
454,"Modhubag, Boro Maghbazar, Maghbazar, Dhaka","1,400 sqft",4,3,22 Thousand
455,"Block A, Section 2, Mirpur, Dhaka","1,100 sqft",3,2,25 Thousand
456,"Sector 10, Uttara, Dhaka","1,500 sqft",3,3,21 Thousand
457,"Sector 5, Uttara, Dhaka","1,500 sqft",3,3,22 Thousand
458,"Block B, Bashundhara R-A, Dhaka","2,200 sqft",3,4,45 Thousand
459,"Ullan, West Rampura, Rampura, Dhaka",750 sqft,2,1,12.5 Thousand
460,"PC Culture Housing, Mohammadpur, Dhaka",450 sqft,1,1,13 Thousand
461,"PC Culture Housing, Mohammadpur, Dhaka",650 sqft,2,1,9 Thousand
462,"Baitul Aman Housing Society, Adabor, Dhaka","1,620 sqft",3,3,60 Thousand
463,"Block H, Bashundhara R-A, Dhaka","1,400 sqft",3,3,23 Thousand
464,"Gulshan 2, Gulshan, Dhaka","3,740 sqft",4,5,2.2 Lakh
465,"Block B, Bashundhara R-A, Dhaka","1,850 sqft",4,4,35 Thousand
466,"Gulshan 2, Gulshan, Dhaka","2,600 sqft",3,3,90 Thousand
467,"Block G, Bashundhara R-A, Dhaka","3,000 sqft",4,5,80 Thousand
468,"Shantibag, Malibagh, Dhaka",800 sqft,2,2,16 Thousand
469,"Dhanmondi, Dhaka","1,150 sqft",3,3,27 Thousand
470,"Sector 1, Block D, Aftab Nagar, Dhaka","1,050 sqft",3,3,18 Thousand
471,"Sector 13, Uttara, Dhaka","1,500 sqft",3,3,25 Thousand
472,"Block B, Bashundhara R-A, Dhaka","1,520 sqft",3,3,30 Thousand
473,"Sector 4, Uttara, Dhaka","1,400 sqft",3,3,33 Thousand
474,"Middle Badda, Badda, Dhaka",550 sqft,2,1,10 Thousand
475,"Block E, Bashundhara R-A, Dhaka","1,750 sqft",3,3,30 Thousand
476,"Gulshan 2, Gulshan, Dhaka","3,000 sqft",3,3,1.2 Lakh
477,"Block D, Bashundhara R-A, Dhaka","1,400 sqft",3,3,25 Thousand
478,"Block D, Bashundhara R-A, Dhaka","2,100 sqft",4,4,33 Thousand
479,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,52.5 Thousand
480,"Gulshan 2, Gulshan, Dhaka","1,800 sqft",3,3,70 Thousand
481,"Kalabagan, Dhaka","1,563 sqft",3,4,25 Thousand
482,"Kalabagan, Dhaka","1,576 sqft",3,3,40 Thousand
483,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,26 Thousand
484,"Block H, Bashundhara R-A, Dhaka","1,500 sqft",3,3,27 Thousand
485,"Sector 7, Uttara, Dhaka","1,100 sqft",3,3,20 Thousand
486,"Sector 10, Uttara, Dhaka","2,400 sqft",4,4,60 Thousand
487,"Sector 3, Uttara, Dhaka","1,625 sqft",3,4,45 Thousand
488,"Sector 13, Uttara, Dhaka",850 sqft,2,2,17 Thousand
489,"Naya Paltan, Motijheel, Dhaka","1,700 sqft",3,4,45 Thousand
490,"Baridhara DOHS, Dhaka","2,250 sqft",4,4,55 Thousand
491,"Sector 9, Uttara, Dhaka","2,000 sqft",3,4,35 Thousand
492,"North Gawair, Gawair, Dakshin Khan, Dhaka","1,000 sqft",3,2,9 Thousand
493,"Banani, Dhaka","2,000 sqft",3,3,50 Thousand
494,"Banani, Dhaka","4,800 sqft",3,5,5 Lakh
495,"Block I, Bashundhara R-A, Dhaka","1,400 sqft",3,3,24 Thousand
496,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,52.5 Thousand
497,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,52.5 Thousand
498,"Sector 7, Uttara, Dhaka","2,200 sqft",4,4,50 Thousand
499,"Gulshan 2, Gulshan, Dhaka","2,400 sqft",3,3,1 Lakh
500,"Baridhara, Dhaka","3,200 sqft",4,4,1.5 Lakh
501,"Sector 5, Uttara, Dhaka","1,700 sqft",3,3,40 Thousand
502,"Sector 5, Uttara, Dhaka","1,700 sqft",3,3,40 Thousand
503,"Sector 5, Uttara, Dhaka","1,700 sqft",3,3,40 Thousand
504,"Kalabagan, Dhaka","1,250 sqft",3,3,28 Thousand
505,"Block C, Bashundhara R-A, Dhaka","2,440 sqft",4,4,35 Thousand
506,"Nikunja 2, Nikunja, Dhaka","1,000 sqft",2,2,30 Thousand
507,"Shah Ali Bag, Section 1, Mirpur, Dhaka",800 sqft,2,2,15 Thousand
508,"Block G, Bashundhara R-A, Dhaka","1,850 sqft",3,4,25 Thousand
509,"Sector 14, Uttara, Dhaka","1,000 sqft",2,2,20 Thousand
510,"Block F, Bashundhara R-A, Dhaka","1,950 sqft",3,4,30 Thousand
511,"Shukrabad, Dhanmondi, Dhaka",650 sqft,2,1,18 Thousand
512,"Mohammadia Housing Society, Mohammadpur, Dhaka","1,300 sqft",3,3,28 Thousand
513,"Sector 10, Uttara, Dhaka","1,300 sqft",3,3,30 Thousand
514,"Baitul Aman Housing Society, Adabor, Dhaka",800 sqft,2,2,14 Thousand
515,"Block D, Bashundhara R-A, Dhaka","2,325 sqft",3,3,40 Thousand
516,"Mohammadi Housing LTD., Mohammadpur, Dhaka","1,250 sqft",3,3,18 Thousand
517,"Sector 13, Uttara, Dhaka",900 sqft,2,2,20 Thousand
518,"Sector 5, Uttara, Dhaka","1,050 sqft",3,2,19 Thousand
519,"Mirpur, Dhaka","1,150 sqft",3,3,17 Thousand
520,"Shyamoli, Dhaka","1,100 sqft",3,2,17 Thousand
521,"Sector 12, Uttara, Dhaka",500 sqft,1,1,12 Thousand
522,"Block C, Mansurabad Housing Society, Adabor, Dhaka","1,250 sqft",3,3,18 Thousand
523,"Sector 11, Uttara, Dhaka","1,100 sqft",3,2,20 Thousand
524,"Block I, Bashundhara R-A, Dhaka","1,300 sqft",3,3,25 Thousand
525,"Sector 11, Uttara, Dhaka",900 sqft,2,2,18 Thousand
526,"Baitul Aman Housing Society, Adabor, Dhaka","1,200 sqft",3,3,22 Thousand
527,"Merul Badda, Badda, Dhaka","1,500 sqft",3,3,22 Thousand
528,"Block I, Bashundhara R-A, Dhaka","1,150 sqft",3,3,20 Thousand
529,"Block D, Bashundhara R-A, Dhaka","2,000 sqft",3,4,40 Thousand
530,"Gulshan 1, Gulshan, Dhaka","2,600 sqft",4,4,1.2 Lakh
531,"Gulshan 1, Gulshan, Dhaka","2,400 sqft",3,4,70 Thousand
532,"Sector 10, Uttara, Dhaka","2,250 sqft",3,4,50 Thousand
533,"Block F, Bashundhara R-A, Dhaka","1,800 sqft",3,4,35 Thousand
534,"East Kazipara, Mirpur, Dhaka","1,100 sqft",3,3,16 Thousand
535,"East Kazipara, Mirpur, Dhaka",800 sqft,2,2,13 Thousand
536,"Gulshan 1, Gulshan, Dhaka","2,440 sqft",4,4,80 Thousand
537,"East Kazipara, Mirpur, Dhaka",800 sqft,2,2,13 Thousand
538,"Sector 10, Uttara, Dhaka","1,320 sqft",3,3,22 Thousand
539,"Mohakhali, Dhaka",500 sqft,2,1,15 Thousand
540,"Sector 14, Uttara, Dhaka",900 sqft,2,2,13 Thousand
541,"Shantibag, Malibagh, Dhaka","1,100 sqft",3,3,22 Thousand
542,"Shiddheswari, Dhaka",900 sqft,2,2,27 Thousand
543,"Sector 12, Uttara, Dhaka","1,800 sqft",3,3,25 Thousand
544,"Block E, Banasree, Dhaka",830 sqft,2,2,18 Thousand
545,"Sector 14, Uttara, Dhaka",950 sqft,2,2,18 Thousand
546,"Sector 11, Uttara, Dhaka",900 sqft,2,2,16 Thousand
547,"Dhaka Real Estate, Katashur, Mohammadpur, Dhaka",850 sqft,2,2,20 Thousand
548,"Sector 3, Uttara, Dhaka","1,460 sqft",3,3,30 Thousand
549,"Block G, Bashundhara R-A, Dhaka","1,850 sqft",3,4,26 Thousand
550,"Road No 10, Block F, Bashundhara R-A, Dhaka","1,581 sqft",3,4,30 Thousand
551,"Block A, Aftab Nagar, Dhaka","1,250 sqft",3,3,23 Thousand
552,"New Eskaton, Eskaton, Dhaka",600 sqft,2,2,16 Thousand
553,"Block G, Banasree, Dhaka","1,500 sqft",3,3,23 Thousand
554,"Hazaribag, Dhaka","1,150 sqft",3,3,30 Thousand
555,"Sector 7, Uttara, Dhaka","1,500 sqft",3,3,30 Thousand
556,"Sector 11, Uttara, Dhaka","1,350 sqft",3,3,25 Thousand
557,"Block I, Bashundhara R-A, Dhaka","1,200 sqft",3,3,20 Thousand
558,"Banani, Dhaka","2,200 sqft",3,4,1.2 Lakh
559,"Block C, Bashundhara R-A, Dhaka","1,450 sqft",3,3,25 Thousand
560,"Banani, Dhaka","2,200 sqft",4,3,65 Thousand
561,"Gulshan 1, Gulshan, Dhaka","1,436 sqft",3,3,60 Thousand
562,"Block F, Bashundhara R-A, Dhaka","1,950 sqft",3,4,27 Thousand
563,"PC Culture Housing, Mohammadpur, Dhaka",700 sqft,2,2,14 Thousand
564,"Sector 3, Uttara, Dhaka","1,250 sqft",3,3,25 Thousand
565,"Mirpur, Dhaka",350 sqft,1,1,7 Thousand
566,"Rayer Bazaar, Hazaribag, Dhaka",900 sqft,2,2,14 Thousand
567,"Naya Paltan, Motijheel, Dhaka","1,100 sqft",2,2,22 Thousand
568,"Block D, Section 1, Mirpur, Dhaka",650 sqft,2,1,12 Thousand
569,"Paikpara, Ahmed Nagar, Mirpur, Dhaka","1,160 sqft",3,3,18 Thousand
570,"Block B, South Banasree Project, Banasree, Dhaka","1,150 sqft",3,2,17 Thousand
571,"Baitul Aman Housing Society, Adabor, Dhaka","1,200 sqft",3,3,18 Thousand
572,"Sector 1, Uttara, Dhaka","1,400 sqft",2,3,30 Thousand
573,"Gulshan 1, Gulshan, Dhaka","3,500 sqft",4,4,1 Lakh
574,"Block C, Bashundhara R-A, Dhaka","2,440 sqft",4,3,35 Thousand
575,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",700 sqft,2,2,13 Thousand
576,"Block D, Bashundhara R-A, Dhaka","2,250 sqft",3,4,40 Thousand
577,"Sector 10, Uttara, Dhaka","1,550 sqft",3,3,20 Thousand
578,"East Bashabo, Bashabo, Dhaka",700 sqft,2,1,8.5 Thousand
579,"1st Colony, Mirpur, Dhaka","1,100 sqft",3,3,20 Thousand
580,"Sector 10, Uttara, Dhaka","1,875 sqft",3,4,65 Thousand
581,"Sector 3, Uttara, Dhaka","1,250 sqft",3,3,25 Thousand
582,"East Rampura, Rampura, Dhaka",800 sqft,2,2,15 Thousand
583,"Sector 4, Uttara, Dhaka","1,525 sqft",3,4,55 Thousand
584,"Block B, Bashundhara R-A, Dhaka","1,550 sqft",3,3,35 Thousand
585,"Block G, Bashundhara R-A, Dhaka",700 sqft,2,2,16 Thousand
586,"Sector 9, Uttara, Dhaka","2,120 sqft",4,4,60 Thousand
587,"Sector 10, Uttara, Dhaka","1,600 sqft",3,3,30 Thousand
588,"Lalmatia, Dhaka",950 sqft,2,2,22 Thousand
589,"Lalmatia, Dhaka","2,200 sqft",3,3,35 Thousand
590,"Block G, Bashundhara R-A, Dhaka","3,000 sqft",4,5,70 Thousand
591,"Sector 12, Uttara, Dhaka","1,400 sqft",3,3,24 Thousand
592,"Block C, Bashundhara R-A, Dhaka","1,850 sqft",3,3,30 Thousand
593,"Block J, Bashundhara R-A, Dhaka","2,000 sqft",4,4,40 Thousand
594,"Majed Sardar Road, Bangshal, Dhaka",650 sqft,2,2,10 Thousand
595,"Block I, Bashundhara R-A, Dhaka","1,750 sqft",3,4,30 Thousand
596,"Avenue 7, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",4,5,35 Thousand
597,"Kuril, Dhaka",900 sqft,2,2,15 Thousand
598,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka","2,250 sqft",4,4,36 Thousand
599,"Sector 2, Block D, Aftab Nagar, Dhaka","1,500 sqft",3,3,20 Thousand
600,"Block G, Bashundhara R-A, Dhaka","2,200 sqft",3,4,40 Thousand
601,"PC Culture Housing, Mohammadpur, Dhaka",620 sqft,2,1,10.5 Thousand
602,"Block I, Bashundhara R-A, Dhaka","1,850 sqft",4,4,30 Thousand
603,"Sector 9, Uttara, Dhaka",400 sqft,1,1,14 Thousand
604,"Sector 14, Uttara, Dhaka",900 sqft,2,3,16 Thousand
605,"Block C, Bashundhara R-A, Dhaka","1,250 sqft",3,3,20 Thousand
606,"Dhanmondi, Dhaka","1,250 sqft",3,3,35 Thousand
607,"Sector 6, Uttara, Dhaka","1,050 sqft",3,2,25 Thousand
608,"Shantibag, Malibagh, Dhaka",600 sqft,2,1,16 Thousand
609,"Banani, Dhaka","2,570 sqft",3,4,70 Thousand
610,"Block F, Bashundhara R-A, Dhaka","1,300 sqft",3,3,20 Thousand
611,"Sector 1, Uttara, Dhaka","2,700 sqft",4,4,50 Thousand
612,"Banani, Dhaka","3,000 sqft",4,5,70 Thousand
613,"Block C, Bashundhara R-A, Dhaka","1,750 sqft",3,4,35 Thousand
614,"Merul Badda, Badda, Dhaka","1,020 sqft",3,2,15 Thousand
615,"Mohammadpur, Dhaka",750 sqft,2,2,18.5 Thousand
616,"Block D, Bashundhara R-A, Dhaka","2,250 sqft",3,3,40 Thousand
617,"Block F, Bashundhara R-A, Dhaka","1,565 sqft",3,3,30 Thousand
618,"Banani, Dhaka","2,600 sqft",4,4,1.2 Lakh
619,"Banani, Dhaka","2,410 sqft",3,5,80 Thousand
620,"Sector 10, Uttara, Dhaka","1,320 sqft",3,3,22 Thousand
621,"Block J, Bashundhara R-A, Dhaka","1,100 sqft",3,2,18 Thousand
622,"Block D, Bashundhara R-A, Dhaka","1,200 sqft",3,2,20 Thousand
623,"Block C, Bashundhara R-A, Dhaka","2,270 sqft",4,4,60 Thousand
624,"Gulshan 1, Gulshan, Dhaka",800 sqft,2,1,40 Thousand
625,"Block F, Bashundhara R-A, Dhaka","1,850 sqft",3,3,45 Thousand
626,"Shantibag, Malibagh, Dhaka","1,286 sqft",3,3,26.5 Thousand
627,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,4,32 Thousand
628,"Block C, Bashundhara R-A, Dhaka","1,450 sqft",3,4,30 Thousand
629,"Block C, Bashundhara R-A, Dhaka","1,450 sqft",3,3,26 Thousand
630,"Sector 7, Uttara, Dhaka","2,200 sqft",4,4,50 Thousand
631,"Gulshan 2, Gulshan, Dhaka","3,000 sqft",4,3,2 Lakh
632,"Block D, Lalmatia, Dhaka","1,900 sqft",3,4,60.15 Thousand
633,"Sector 4, Uttara, Dhaka","1,500 sqft",3,3,28 Thousand
634,"Block B, Bashundhara R-A, Dhaka","2,200 sqft",3,5,35 Thousand
635,"Block F, Bashundhara R-A, Dhaka","1,800 sqft",3,3,30 Thousand
636,"Sector 1, Uttara, Dhaka",500 sqft,1,1,13 Thousand
637,"Block A, Bashundhara R-A, Dhaka","2,300 sqft",4,5,35 Thousand
638,"Middle Paikpara, Mirpur, Dhaka",600 sqft,1,1,7 Thousand
639,"Sector 9, Uttara, Dhaka",900 sqft,2,2,18.65 Thousand
640,"Gulshan 1, Gulshan, Dhaka","2,500 sqft",4,3,75 Thousand
641,"Block A, Niketan, Dhaka","1,550 sqft",3,4,35 Thousand
642,"Badda, Dhaka",850 sqft,2,2,16 Thousand
643,"Sector 7, Uttara, Dhaka","1,700 sqft",3,4,30 Thousand
644,"Mohammadi Housing LTD., Mohammadpur, Dhaka",800 sqft,2,2,18 Thousand
645,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",600 sqft,2,2,10 Thousand
646,"Block D, South Banasree Project, Banasree, Dhaka",800 sqft,2,2,14 Thousand
647,"Sector 1, Uttara, Dhaka","1,235 sqft",3,3,35 Thousand
648,"Sector 9, Uttara, Dhaka",900 sqft,2,2,19 Thousand
649,"Block D, Bashundhara R-A, Dhaka","1,300 sqft",3,3,24 Thousand
650,"Gulshan 2, Gulshan, Dhaka","2,100 sqft",3,3,90 Thousand
651,"Block J, Banasree, Dhaka",900 sqft,2,2,18 Thousand
652,"Sector 1, Uttara, Dhaka","2,004 sqft",3,4,50 Thousand
653,"Sector 12, Uttara, Dhaka","1,000 sqft",3,2,20 Thousand
654,"Sector 4, Uttara, Dhaka",800 sqft,2,2,20 Thousand
655,"Block I, Bashundhara R-A, Dhaka","1,600 sqft",4,4,25 Thousand
656,"Baridhara DOHS, Dhaka","2,600 sqft",4,4,90 Thousand
657,"Block A, Bashundhara R-A, Dhaka","1,450 sqft",4,3,24 Thousand
658,"Block D, Bashundhara R-A, Dhaka",850 sqft,2,2,22 Thousand
659,"Sector 10, Uttara, Dhaka","1,365 sqft",3,4,19 Thousand
660,"Block I, Bashundhara R-A, Dhaka","1,500 sqft",3,4,26 Thousand
661,"Bashundhara R-A, Dhaka",750 sqft,2,2,16 Thousand
662,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,4,24 Thousand
663,"Block D, Bashundhara R-A, Dhaka","2,000 sqft",4,4,40 Thousand
664,"Block I, Bashundhara R-A, Dhaka","2,200 sqft",3,4,35 Thousand
665,"Shantinagar, Dhaka","1,465 sqft",3,3,35 Thousand
666,"Block D, Bashundhara R-A, Dhaka","1,850 sqft",3,4,43 Thousand
667,"Block J, Bashundhara R-A, Dhaka","2,275 sqft",4,4,40 Thousand
668,"Block J, Bashundhara R-A, Dhaka","2,275 sqft",3,4,40 Thousand
669,"Sector 14, Uttara, Dhaka","1,300 sqft",3,3,20 Thousand
670,"Block A, Bashundhara R-A, Dhaka","2,200 sqft",4,4,50 Thousand
671,"Middle Badda, Badda, Dhaka","1,000 sqft",3,3,30 Thousand
672,"Gulshan 1, Gulshan, Dhaka","3,100 sqft",4,5,1 Lakh
673,"Block J, Bashundhara R-A, Dhaka","2,275 sqft",4,4,40 Thousand
674,"Block B, Bashundhara R-A, Dhaka","2,950 sqft",4,4,80 Thousand
675,"Block H, Bashundhara R-A, Dhaka","1,565 sqft",3,3,23 Thousand
676,"Sector 14, Uttara, Dhaka",900 sqft,2,2,18 Thousand
677,"Block D, Bashundhara R-A, Dhaka","2,015 sqft",3,4,48 Thousand
678,"Block D, Bashundhara R-A, Dhaka","1,450 sqft",3,3,36 Thousand
679,"Block B, Section 12, Mirpur, Dhaka","1,185 sqft",3,3,20 Thousand
680,"Sector 10, Uttara, Dhaka","2,200 sqft",4,4,42 Thousand
681,"Block H, Bashundhara R-A, Dhaka","1,500 sqft",3,4,25 Thousand
682,"Ibrahimpur, Dhaka",850 sqft,2,2,12 Thousand
683,"Sector 11, Uttara, Dhaka",900 sqft,2,2,19 Thousand
